ADRAR,10089,375243,37.4
CHLEF,65888,1438090,21.9
LAGHOUAT,6066,128070,30.0
O.E.BOUAGHI,59200,630000,12.2
BATNA,50214,554063,14.5
BEJAIA,5483,130867,24.1
BISKRA,12777,502310,39.3
BECHAR,180,4779,26.6
BLIDA,6485,174108,27.4
BOUIRA,43925,1422807,32.4
TAMANRASSET,515,11343,22.0
TEBESSA,83000,326100,13.3
TLEMCEN,53000,874980,16.5
TIARET,135000,2488000,18.6
TIZI-OUZOU,7240,157341,22.3
ALGER,1691,48460,29.3
DJELFA,9913,121330,24.3
JIJEL,765,18160,23.7
SETIF,127416,2458253,19.3
SAIDA,32338,658410,20.4
SKIKDA,26550,583341,22.0
S.B.ABBES,38771,620048,16.0
ANNABA,12835,390863,0.1
GUELMA,66035,2149081,32.8
CONSTANTINE,54097,1907808,35.4
MEDEA,69394,1401337,21.6
MOSTAGANEM,6106,152792,25.0
M'SILA,10020,157000,23.8
MASCARA,42500,637000,15.0
OUARGLA,2002,72023,36.6
ORAN,9957,217316,21.8
EL-BAYADH,1778,35210,25.2
ILLIZI,6,174,27.3
B.B.ARRERIDJ,59097,787730,13.4
BOUMERDES,3622,92248,25.7
EL-TARF,22338,488681,23.0
TINDOUF,0,0,0.0
TISSEMSILT,56640,1046096,18.6
EL-OUED,10401,270000,27.2
KHENCHELA,54815,574450,14.2
SOUK-AHRAS,78422,1018962,13.0
TIPAZA,13915,346873,25.7
MILA,65295,1968262,30.3
AIN-DEFLA,55556,1527458,27.7
NAAMA,125,1609,14.6
A.TEMOUCHENT,51400,1172100,22.9
GHARDAIA,4533,196752,43.4
RELIZANE,78927,1442279,18.3
