ADRAR,30,4574,150.7
CHLEF,102,21354,209.8
LAGHOUAT,331,99300,300.0
O.E.BOUAGHI,239,47800,200.0
BATNA,211,34517,163.5
BEJAIA,204,29374,144.0
BISKRA,1124,867535,771.8
BECHAR,61,5174,85.0
BLIDA,238,123985,520.6
BOUIRA,95,4752,50.3
TAMANRASSET,33,5173,158.6
TEBESSA,80,9084,113.6
TLEMCEN,700,175000,250.0
TIARET,162,45360,280.0
TIZI-OUZOU,91,13495,149.1
ALGER,500,142385,284.9
DJELFA,77,5940,77.1
JIJEL,298,193125,647.4
SETIF,414,265004,639.9
SAIDA,367,91840,250.2
SKIKDA,379,64505,170.2
S.B.ABBES,200,42000,210.0
ANNABA,337,50425,149.6
GUELMA,72,9590,133.2
CONSTANTINE,44,4425,100.6
MEDEA,368,21940,59.6
MOSTAGANEM,1231,456450,370.8
M'SILA,97,32100,330.9
MASCARA,631,146500,232.1
OUARGLA,9,3531,406.7
ORAN,131,18643,142.7
EL-BAYADH,56,5953,106.3
ILLIZI,3,365,110.0
B.B.ARRERIDJ,50,4360,88.1
BOUMERDES,315,76601,243.4
EL-TARF,180,25290,140.5
TINDOUF,2,900,500.0
TISSEMSILT,37,1263,34.1
EL-OUED,119,42700,358.8
KHENCHELA,146,35132,240.6
SOUK-AHRAS,119,4985,42.1
TIPAZA,711,285800,402.1
MILA,122,34436,282.8
AIN-DEFLA,101,13580,133.9
NAAMA,105,9741,92.8
A.TEMOUCHENT,281,65444,232.8
GHARDAIA,76,13600,178.9
RELIZANE,105,13828,132.3
