ADRAR,91,11329,125.1
CHLEF,7,3250,500.0
LAGHOUAT,761,244158,320.8
O.E.BOUAGHI,0,0,0.0
BATNA,98,18160,185.3
BEJAIA,18,3048,172.3
BISKRA,822,396900,482.8
BECHAR,87,10380,119.9
BLIDA,146,56806,390.4
BOUIRA,15,1050,70.0
TAMANRASSET,38,5516,146.1
TEBESSA,10,800,80.0
TLEMCEN,70,9450,135.0
TIARET,112,7440,66.4
TIZI-OUZOU,6,1200,200.0
ALGER,455,135590,298.2
DJELFA,77,6900,89.6
JIJEL,124,33192,267.9
SETIF,32,4780,149.4
SAIDA,44,14000,318.2
SKIKDA,64,12251,191.4
S.B.ABBES,33,7534,228.3
ANNABA,277,37284,134.6
GUELMA,1,130,130.0
CONSTANTINE,10,1370,137.0
MEDEA,47,5640,120.0
MOSTAGANEM,664,366040,551.1
M'SILA,81,20300,252.2
MASCARA,101,22800,225.7
OUARGLA,103,29510,287.9
ORAN,32,5290,167.9
EL-BAYADH,33,9085,279.5
ILLIZI,5,570,109.7
B.B.ARRERIDJ,0,0,0.0
BOUMERDES,404,73941,183.0
EL-TARF,45,6840,152.0
TINDOUF,1,250,250.0
TISSEMSILT,0,0,0.0
EL-OUED,171,42776,250.0
KHENCHELA,10,6000,600.0
SOUK-AHRAS,110,3500,31.8
TIPAZA,242,81179,334.8
MILA,17,6371,371.3
AIN-DEFLA,49,28741,586.6
NAAMA,80,8051,101.3
A.TEMOUCHENT,99,23610,238.9
GHARDAIA,200,42000,210.0
RELIZANE,90,11170,124.1
