BISKRA,421,277340,658.6
LAGHOUAT,758.0,237330.0,313.1
ALGER,462.0,132490.0,286.7
TIPAZA,264.0,102829.0,389.9
BOUMERDES,426.0,99034.0,232.5
GHARDAIA,260.0,54580.0,209.9
EL-OUED,191.0,42472.0,222.2
A.TEMOUCHENT,132.0,26690.0,202.4
AIN-DEFLA,70.0,24500.0,350.0
JIJEL,119.0,24026.0,201.2
ANNABA,145.0,21170.0,146.0
OUARGLA,82.0,18990.0,231.6
MSILA,75.0,17000.0,226.7
MA SCARA,92.0,16030.0,174.2
SBABBES,62.0,14942.0,241.0
BLIDA,42.0,13910.0,329.8
DJELFA,147.0,13420.0,91.3
BEC HAR,2018.0,11741.0,5.8
MILA,33.0,10675.0,323.5
CHLEF,27.0,10600.0,400.0
RELIZANE,84.0,10100.0,120.2
BATNA,50.0,10000.0,200.0
TLEMCEN,79.0,9920.0,125.6
EL-TARF,56.0,9860.0,176.1
NAAMA,105.0,9417.0,90.1
ADRAR,65.0,8680.0,134.2
SAIDA,21.0,6400.0,304.8
EL-BAYADH,22.0,6155.0,279.8
SKIKDA,54.0,5767.0,107.8
SOUK-AHRAS,110.0,4400.0,40.0
MEDEA,28.0,3360.0,120.0
TAMAN RASSET,66.0,2702.0,40.8
ORAN,12.0,2436.0,206.8
BEJAIA,15.0,1660.0,110.7
TIARET,44.0,1538.0,35.0
SETIF,7.0,1000.0,142.9
KHENCHELA,2.0,1000.0,500.0
BOUIRA,9.0,910.0,101.1
TEBESSA,10.0,800.0,80.0
GUELMA,5.0,750.0,150.0
CONSTANTINE,7.0,700.0,100.0
ILLIZI,6.0,688.0,108.0
TINDOUF,2.0,500.0,250.0
O.E.BOUAGHI,0.0,0.0,0.0
TIZI.OUZOU,0.0,0.0,0.0
MOSTAGANEM,0.0,0.0,0.0
B.B.ARRERIDJ,0.0,0.0,0.0
TISSEMSlLT,0.0,0.0,0.0
,,2500.375,
