BISKRA,842,609490,723.9
MOSTAGANEM,1267.0,441335.0,348.3
SETIF,506.0,220512.0,436.1
JIJEL,330.0,205844.0,624.5
AIN.DEFLA,440.0,198000.0,450.0
TIPAZA,467.0,193234.0,414.0
BOUMERDES,449.0,153026.0,340.8
TLEMCEN,690.0,131900.0,191.2
ALGER,494.0,131195.0,265.4
MASCARA,549.0,102690.0,187.0
BATNA,504.0,99943.0,198.2
LAGHOUAT,322.0,97090.0,301.5
TIARET,358.0,93415.0,261.1
BLIDA,178.0,81527.0,458.1
O.E.BOUAGHI,371.0,58370.0,157.3
A.TEMOUCHENT,220.0,51036.0,231.9
MILA,171.0,48834.0,285.6
ANNABA,324.0,46735.0,144.2
S.B.ABBES,194.0,45290.0,233.5
SAIDA,163.0,39210.0,240.6
EL.OUED,104.0,35200.0,338.5
SKIKDA,439.0,29220.0,66.5
M'SILA,115.0,28500.0,247.8
EL.TARF,195.0,25860.0,132.6
CHLEF,104.0,20840.0,200.4
GHARDAIA,110.0,19655.0,178.7
BEJAIA,185.0,18683.0,100.9
KHENCHELA,142.0,18345.0,129.6
MEDEA,298.0,18341.0,61.5
DJELFA,198.0,18070.0,91.3
RELIZANE,89.0,11940.0,134.2
NAAMA,147.0,11751.0,79.9
TAMANRASSET,127.0,11656.0,91.8
TEBESSA,90.0,11140.0,123.8
TIZI-OUZOU,95.0,10982.0,115.3
SOUK.AHRAS,210.0,10920.0,52.0
GUELMA,82.0,10530.0,128.4
ORAN,77.0,9860.0,128.5
BECHAR,69.0,5997.0,86.8
B.B.ARRERIDJ,60.0,4390.0,73.8
BOURA,93.0,4258.0,45.8
ADRAR,17.0,3148.0,182.7
EL-BAYADH,23.0,2895.0,125.9
CONSTANTINE,44.0,1957.0,45.0
TINDOUF,2.0,1180.0,500.0
ILLIZI,9.0,978.0,106.3
ÔUARGLA,2.0,715.0,294.2
TISSEMSILT,11.0,408.0,38.9
,,70751.97916666667,
