BISKRA,2189,3071910,1403.3
EL.OUED,2520.0,1785000.0,708.3
MOSTAGANEM,1717.0,1031064.0,600.7
TIPAZA,1607.0,883860.0,550.0
CHLEF,891.0,815600.0,915.1
TLEMCEN,980.0,663600.0,677.1
ALGER,1168.0,658165.0,563.5
BOUMERDES,647.0,379800.0,587.0
AIN.DEFLA,474.0,365000.0,770.0
A.TEMOUCHENT,846.0,309370.0,365.7
JIJEL,449.0,293265.0,653.4
M'SILA,388.0,240800.0,620.6
SETIF,705.0,224030.0,317.9
ADRAR,1020.0,222914.0,218.6
SOUK.AHRAS,550.0,181500.0,330.0
SKIKDA,546.0,153000.0,280.2
S.B.ABBES,242.0,129990.0,537.1
BATNA,511.0,117300.0,229.5
LAGHOUAT,350.0,105000.0,300.0
SAIDA,256.0,100910.0,394.2
MEDEA,511.0,100410.0,196.5
TIARET,350.0,98000.0,280.0
RELIZANE,286.0,91417.0,320.2
MASCARA,286.0,80210.0,280.5
GUELMA,214.0,79440.0,371.2
BEJAIA,256.0,63210.0,247.4
ORAN,183.0,59343.0,324.8
BLIDA,107.0,53740.0,503.7
O.E.BOUAGHI,260.0,51032.0,196.5
MILA,142.0,43200.0,305.3
KHENCHELA,177.0,39186.0,221.4
BECHAR,211.0,38777.0,183.9
NAAMA,192.0,38301.0,199.5
TIZI-OUZOU,156.0,36950.0,237.4
BOURA,149.0,32994.0,221.4
ÔUARGLA,187.0,29402.0,157.3
DJELFA,196.0,29200.0,149.0
TAMANRASSET,134.0,27127.0,202.4
TEBESSA,162.0,23950.0,147.8
B.B.ARRERIDJ,137.0,20985.0,153.2
EL-BAYADH,73.0,15709.0,216.7
GHARDAIA,55.0,8186.0,148.8
TINDOUF,9.0,6572.0,723.8
CONSTANTINE,17.0,3190.0,193.3
TISSEMSILT,39.0,1414.0,36.7
ILLIZI,11.0,1179.0,109.9
EL.TARF,5.0,500.0,100.0
ANNABA,0.0,0.0,0.0
,,266785.4583333333,
