EL-OUED,36200,11360000,313.8
MOSTAGANEM,15864.0,5432475.0,342.4
AIN-DEFLA,15800.0,5128701.0,324.6
MASCARA,14045.0,3660150.0,260.6
BOUIRA,6260.0,2032205.0,324.7
TLEMCEN,5273.0,1620500.0,307.3
TIARET,5257.0,1611891.0,306.6
SKIKDA,5580.0,1605865.0,287.8
TEBESSA,2974.0,1309500.0,440.3
DJELFA,3782.0,1265540.0,334.6
CHLEF,4045.0,1133195.0,280.1
RELIZANE,3279.0,943755.0,287.8
OUARGLA,2845.0,941712.0,331.0
BOUMERDES,2993.0,909630.0,303.9
SAIDA,3017.0,831040.0,275.5
LAGHOUAT,2476.0,700560.0,282.9
TIPAZA,2048.0,651560.0,318.2
MILA,1336.0,542280.0,405.9
MEDEA,1959.0,531530.0,271.4
S.B.ABBES,2100.0,525200.0,250.1
EL-BAYADH,1598.0,502545.0,314.5
SETIF,1754.0,500473.0,285.3
ALGER,1164.0,470300.0,404.2
BATNA,1171.0,338420.0,289.1
BLIDA,674.0,249180.0,369.7
TIZI-OUZOU,804.0,221880.0,276.1
EL-TARF,535.0,205625.0,384.3
M'SILA,635.0,187750.0,295.7
ANNABA,286.0,151550.0,529.9
JIJEL,514.0,139395.0,271.5
GUELMA,368.0,112090.0,305.0
NAAMA,410.0,99860.0,243.6
ADRAR,455.0,89635.0,197.0
A.TEMOUCHENT,307.0,86590.0,282.1
GHARDAIA,236.0,68920.0,292.0
BISKRA,320.0,52950.0,165.5
O.E.BOUAGHI,200.0,52300.0,261.5
ORAN,165.0,52220.0,316.5
TISSEMSILT,202.0,50853.0,252.4
BECHAR,170.0,37000.0,217.6
CONSTANTINE,122.0,32820.0,270.1
SOUK-AHRAS,100.0,31000.0,310.0
BEJAIA,123.0,23714.0,192.2
KHENCHELA,101.0,17885.0,177.1
B.B.ARRERIDJ,65.0,12460.0,191.7
TAMANRASSET,52.0,7605.0,147.7
TINDOUF,3.0,515.0,171.7
ILLIZI,3.0,399.0,150.0
,,969442.1458333334,
