SETIF,118825,2013972,17
GUELMA,62490.0,1604475.0,25.7
MILA,62900.0,1548510.0,26.2
SOUK-AHRAS,76600.0,1207706.0,15.9
CONSTANTINE,47296.0,1207325.0,26.1
TIARET,130000.0,1150000.0,17.5
AIN-DEFLA,50230.0,1026300.0,22.7
BOUIRA,40983.0,789105.0,20.1
O.E.BOUAGHI,60297.0,701374.0,13.3
B.B.ARRERIDJ,63655.0,671235.0,10.7
KHENCHELA,53450.0,663870.0,18.8
MEDEA,62720.0,605782.0,13.0
BATNA,58964.0,593893.0,12.6
SKIKDA,27000.0,534900.0,20.0
EL-OUED,10000.0,500000.0,50.0
EL-TARF,16600.0,431600.0,26.0
BISKRA,11816.0,414729.0,35.1
CHLEF,56560.0,374680.0,12.1
ANNABA,12290.0,306830.0,0.1
TIPAZA,12442.0,305798.0,25.5
SBABBES,48820.0,242658.0,6.7
TISSEMSlLT,51675.0,221148.0,9.0
TEBESSA,87000.0,215800.0,12.0
SAIDA,29340.0,192622.0,8.6
ADRAR,4911.0,185348.0,37.7
TLEMCEN,51150.0,183200.0,9.0
A.TEMOUCHENT,47708.0,174100.0,10.7
MA SCARA,25600.0,150000.0,10.8
BLIDA,6475.0,147935.0,23.6
GHARDAIA,2899.0,130927.0,45.2
RELIZANE,68596.0,123463.0,8.0
LAGHOUAT,3935.0,122625.0,32.3
MSILA,17500.0,115000.0,20.9
BOUMERDES,4552.0,107738.0,25.4
TIZI.OUZOU,5043.0,104281.0,20.7
BEJAIA,4850.0,92007.0,19.0
MOSTAGANEM,5173.0,58332.0,12.3
ALGER,1774.0,41825.0,24.0
DJELFA,17730.0,40600.0,20.1
OUARGLA,755.0,24780.0,36.1
JIJEL,532.0,11873.0,22.3
EL-BAYADH,2421.0,11344.0,33.6
TAMAN RASSET,500.0,9725.0,19.5
ORAN,8896.0,9594.0,5.8
BEC HAR,175.0,5450.0,31.3
NAAMA,116.0,1608.0,16.4
ILLIZI,4.0,107.0,30.6
TINDOUF,0.0,0.0,0.0
,,403670.2916666667,
